DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,113,-3,4156406037,144,26,-6,-22,657325163,AQI
2025-03-12 13:51:05-07:00,5.78,191.29000000000002,8.586,14.9835,25.728,402.0,6.9,81.0,1.09,1.99,2.01,18.0,-1.0,,,,,,,6.7376000000000005
2025-03-12 13:52:05-07:00,5.78,190.454,9.801,14.227500000000001,27.156,402.0,6.9,81.1,1.05,1.87,1.88,18.0,-1.0,,,,,,,6.927200000000001
2025-03-12 13:53:05-07:00,5.78,190.586,10.188,13.713000000000001,27.131999999999998,402.0,6.9,81.1,1.02,1.84,1.86,16.0,-1.0,,,,,,,6.8984000000000005
2025-03-12 13:54:05-07:00,5.77,190.278,12.429,13.398,27.084,402.0,6.9,81.2,1.01,1.85,2.02,15.0,-1.0,,,,,,,6.896800000000001
2025-03-12 13:55:05-07:00,5.78,192.192,9.369,12.8835,28.008,402.0,6.9,81.0,1.0,1.28,1.51,17.0,-1.0,,,,,,,6.6256
2025-03-12 13:56:05-07:00,5.78,253.79200000000003,10.719000000000001,12.9045,27.576,402.0,6.9,81.0,1.0,1.72,1.97,17.0,-1.0,,,,,,,6.8912
2025-03-12 13:57:06-07:00,5.78,252.73600000000002,11.205,14.038499999999999,26.291999999999998,402.0,6.9,81.2,0.86,1.59,1.67,16.0,-1.0,,,,,,,6.5304
2025-03-12 13:58:06-07:00,5.78,238.92000000000002,9.297,15.350999999999999,24.06,402.0,6.9,81.3,1.03,1.66,1.68,17.0,-1.0,,,,,,,6.140000000000001
2025-03-12 13:59:06-07:00,5.78,225.775,9.711,14.385,25.584,402.0,6.9,81.2,1.45,2.08,2.24,17.0,-2.0,,,,,,,6.780800000000001
2025-03-12 14:00:06-07:00,5.78,216.53500000000003,10.728,15.414,23.604000000000003,402.08,6.9,81.3,0.84,1.5,1.82,16.0,-1.0,,,,,,,5.920800000000001
2025-03-12 14:01:06-07:00,5.78,202.235,9.846,13.3035,27.732,402.68,6.9,81.1,1.19,1.84,2.07,18.0,-1.0,,,,,,,7.018400000000001
2025-03-12 14:02:06-07:00,5.78,198.68200000000002,8.307,14.28,26.555999999999997,402.89,6.9,81.3,1.07,1.92,2.0,19.0,-1.0,,,,,,,6.847199999999999
2025-03-12 14:03:06-07:00,5.78,195.723,8.55,15.6135,24.708,402.96,6.9,81.1,0.98,1.9,1.93,19.0,-1.0,,,,,,,6.461600000000001
2025-03-12 14:04:06-07:00,5.78,195.8,7.524,15.183000000000002,25.715999999999998,402.99,6.8,81.1,0.99,1.82,1.82,18.0,-1.0,,,,,,,6.599200000000001
2025-03-12 14:05:06-07:00,5.78,196.16300000000004,9.072000000000001,14.931000000000001,24.42,403.0,6.8,81.2,1.0,1.76,1.95,18.0,-1.0,,,,,,,6.292000000000001
2025-03-12 14:06:06-07:00,5.78,192.52200000000002,9.351,14.185500000000001,25.536,403.0,6.9,81.2,1.0,1.84,1.98,18.0,-1.0,,,,,,,6.579200000000001
2025-03-12 14:07:07-07:00,5.78,193.93000000000004,10.791,14.332500000000001,26.316,403.0,6.9,81.2,0.69,1.37,1.65,17.0,-1.0,,,,,,,6.3592
2025-03-12 14:08:07-07:00,5.78,198.94600000000003,9.459,14.994,24.516,403.0,6.9,81.4,0.47,1.2,1.31,18.0,-1.0,,,,,,,5.8632
2025-03-12 14:09:08-07:00,5.78,205.52400000000003,10.620000000000001,14.07,25.584,403.0,6.9,81.4,0.81,1.5,1.54,17.0,-1.0,,,,,,,6.316800000000001
2025-03-12 14:10:08-07:00,5.78,203.74200000000002,11.943,13.4925,26.171999999999997,403.0,6.9,81.3,0.82,1.51,1.52,15.0,-1.0,,,,,,,6.4424
2025-03-12 14:11:08-07:00,5.78,201.98200000000003,7.101,14.637,24.492,403.0,6.9,81.2,0.57,1.29,1.46,19.0,-1.0,,,,,,,5.930400000000001
2025-03-12 14:12:07-07:00,5.78,196.43800000000002,8.631,13.692,26.255999999999997,403.0,6.9,81.3,0.81,1.41,1.47,17.0,-1.0,,,,,,,6.3792
2025-03-12 14:13:07-07:00,5.79,199.37500000000003,9.549,14.1645,24.828,402.71,6.9,81.1,0.83,1.51,1.53,16.0,-2.0,,,,,,,6.1736
2025-03-12 14:14:07-07:00,5.78,195.28300000000002,10.116,14.9625,25.584,402.25,6.9,81.2,0.63,1.49,1.49,17.0,-1.0,,,,,,,6.308800000000001
2025-03-12 14:15:07-07:00,5.78,190.751,10.746,14.679,24.863999999999997,402.19,6.9,81.2,0.97,1.57,1.57,16.0,-1.0,,,,,,,6.2288
2025-03-12 14:16:08-07:00,5.78,185.46,10.026000000000002,15.372000000000002,24.671999999999997,402.11,6.9,81.0,0.99,1.59,1.59,17.0,-1.0,,,,,,,6.2064
2025-03-12 14:17:09-07:00,5.78,184.88800000000003,9.918,14.605500000000001,25.968,402.14,6.9,81.1,0.89,1.85,1.85,17.0,-1.0,,,,,,,6.6736
2025-03-12 14:18:09-07:00,5.78,188.17700000000002,9.603,15.277500000000002,25.331999999999997,402.05,6.8,81.2,0.8,1.92,2.27,17.0,0.0,,,,,,,6.602399999999999
2025-03-12 14:19:09-07:00,5.78,187.792,10.206,14.5635,25.979999999999997,402.02,6.9,81.3,0.94,1.93,2.04,17.0,-1.0,,,,,,,6.74
2025-03-12 14:20:09-07:00,5.78,186.06500000000003,10.278,15.771,23.663999999999998,402.01,6.9,81.2,1.07,1.91,2.0,17.0,-1.0,,,,,,,6.2608
2025-03-12 14:21:09-07:00,5.78,186.50500000000002,10.251000000000001,15.361500000000001,23.616,402.0,6.9,81.1,0.95,1.83,2.13,17.0,-2.0,,,,,,,6.187200000000001
2025-03-12 14:22:08-07:00,5.78,187.836,8.55,15.4245,23.46,402.0,6.9,80.9,1.09,2.05,2.15,18.0,-2.0,,,,,,,6.332
2025-03-12 14:23:08-07:00,5.78,187.561,10.647,15.666,23.46,402.0,6.9,81.1,1.03,1.53,1.56,16.0,-1.0,,,,,,,5.916
2025-03-12 14:24:09-07:00,5.78,191.29000000000002,10.368,15.0675,24.779999999999998,402.0,6.9,81.0,0.92,1.68,1.85,17.0,-1.0,,,,,,,6.3
2025-03-12 14:25:09-07:00,5.78,202.52100000000004,10.656,15.918000000000001,23.268,402.0,6.9,81.0,0.89,1.41,1.62,16.0,-2.0,,,,,,,5.7816
2025-03-12 14:26:09-07:00,5.78,200.48600000000002,9.441,14.836500000000001,24.023999999999997,402.0,6.9,81.2,0.91,1.6,1.66,17.0,-2.0,,,,,,,6.0848
2025-03-12 14:27:11-07:00,5.78,213.22400000000002,10.791,14.0805,25.512,402.0,6.9,81.1,0.89,1.25,1.28,17.0,-2.0,,,,,,,6.1024
2025-03-12 14:28:11-07:00,5.78,230.51600000000002,9.243,15.823500000000001,21.84,402.54,6.9,81.1,0.95,1.65,1.69,18.0,-2.0,,,,,,,5.688000000000001
2025-03-12 14:29:12-07:00,5.78,228.09600000000003,10.863000000000001,16.2645,22.2,402.84,6.9,81.2,0.98,1.58,1.67,17.0,-1.0,,,,,,,5.704000000000001
2025-03-12 14:30:12-07:00,5.78,213.19100000000003,10.566,15.9075,22.8,402.94,6.9,81.1,0.95,1.95,2.19,17.0,-1.0,,,,,,,6.120000000000001
2025-03-12 14:31:12-07:00,5.78,207.9,9.963000000000001,15.193500000000002,24.504,402.98,6.8,81.2,0.98,1.49,1.56,17.0,-1.0,,,,,,,6.0928
2025-03-12 14:32:12-07:00,5.78,205.084,10.188,14.5425,25.644000000000002,402.99,6.8,81.3,0.86,1.49,1.51,17.0,-1.0,,,,,,,6.320800000000001
2025-03-12 14:33:12-07:00,5.78,208.06500000000003,9.225,14.847000000000001,24.407999999999998,403.0,6.8,81.5,1.05,2.02,2.14,17.0,-1.0,,,,,,,6.4976
2025-03-12 14:34:12-07:00,5.78,207.812,9.387,14.763000000000002,25.644000000000002,403.0,6.9,81.6,1.01,2.01,2.04,17.0,0.0,,,,,,,6.736800000000001
2025-03-12 14:35:12-07:00,5.79,212.036,11.07,14.836500000000001,25.068,403.0,6.9,81.5,1.01,1.93,1.94,16.0,-1.0,,,,,,,6.557600000000001
2025-03-12 14:36:13-07:00,5.78,210.68300000000002,11.115,15.2985,23.604000000000003,403.16,6.9,81.5,1.2,1.98,2.22,16.0,-1.0,,,,,,,6.3048
2025-03-12 14:37:13-07:00,5.78,211.145,8.307,15.393,24.576,403.7,6.9,81.5,1.34,2.32,2.52,18.0,-1.0,,,,,,,6.7712
2025-03-12 14:38:13-07:00,5.78,209.627,9.72,16.9575,22.331999999999997,403.9,6.9,81.5,1.13,2.18,2.25,17.0,-1.0,,,,,,,6.2104
2025-03-12 14:39:13-07:00,5.78,231.59400000000002,13.248000000000001,16.632,21.0,404.19,6.9,81.7,1.04,2.06,2.09,16.0,-2.0,,,,,,,5.848000000000001
2025-03-12 14:40:13-07:00,5.78,245.08000000000004,10.737,15.802500000000002,23.028000000000002,404.72,6.9,81.5,1.39,2.23,2.78,16.0,-1.0,,,,,,,6.389600000000001
2025-03-12 14:41:13-07:00,5.78,235.90600000000003,9.945,16.212,21.492,404.9,6.9,81.6,1.26,2.15,2.38,17.0,-1.0,,,,,,,6.0184
2025-03-12 14:42:13-07:00,5.77,225.654,11.295000000000002,16.9575,20.639999999999997,405.05,6.9,81.6,1.27,2.14,2.33,16.0,-1.0,,,,,,,5.84
2025-03-12 14:43:14-07:00,5.77,222.61800000000002,12.753,16.7265,22.008,405.58,6.9,81.4,1.36,2.08,2.14,15.0,-1.0,,,,,,,6.0656
2025-03-12 14:44:14-07:00,5.77,215.886,11.79,16.9155,20.148,405.85,6.9,81.6,1.76,2.57,2.59,15.0,-2.0,,,,,,,6.0856
2025-03-12 14:45:14-07:00,5.77,214.43400000000003,11.115,16.8,21.179999999999996,405.54,6.9,81.3,1.26,1.82,1.9,16.0,-1.0,,,,,,,5.692
2025-03-12 14:46:14-07:00,5.77,237.97400000000002,13.392000000000001,16.4955,22.416,405.19,6.9,81.2,1.14,1.66,1.8,18.0,-1.0,,,,,,,5.8112
2025-03-12 14:47:14-07:00,5.77,299.42,15.138,17.524500000000003,20.928,405.07,6.9,81.3,1.24,2.05,2.1,16.0,-1.0,,,,,,,5.8256
2025-03-12 14:48:13-07:00,5.77,266.618,11.034,17.3145,21.624,405.02,6.9,81.3,1.08,1.69,1.71,17.0,-1.0,,,,,,,5.6768
2025-03-12 14:49:13-07:00,5.77,258.588,11.349,16.8,22.5,404.82,6.9,81.3,0.86,1.31,1.31,16.0,-1.0,,,,,,,5.548
2025-03-12 14:50:13-07:00,5.77,256.19000000000005,9.351,17.556,19.715999999999998,404.93,6.9,81.4,0.73,1.45,1.66,18.0,-1.0,,,,,,,5.103199999999999
2025-03-12 14:51:14-07:00,5.77,244.728,11.394,16.989,20.736,404.98,6.9,81.5,0.61,1.4,1.47,17.0,-1.0,,,,,,,5.267200000000001
2025-03-12 14:52:14-07:00,5.77,228.10700000000003,10.376999999999999,16.768500000000003,22.008,404.99,6.9,81.5,0.88,1.64,2.0,17.0,-1.0,,,,,,,5.7136000000000005
2025-03-12 14:53:15-07:00,5.77,226.54500000000002,11.664000000000001,16.464,23.363999999999997,405.0,6.9,81.4,0.96,1.62,1.86,17.0,-1.0,,,,,,,5.9688
2025-03-12 14:54:15-07:00,5.77,225.55500000000004,9.144,17.619000000000003,20.892,405.0,6.9,81.5,0.85,1.28,1.43,18.0,0.0,,,,,,,5.2024
2025-03-12 14:55:15-07:00,5.77,223.83900000000003,8.946,15.970500000000001,22.044,405.0,6.9,81.5,0.7,1.67,1.72,19.0,-2.0,,,,,,,5.744800000000001
2025-03-12 14:56:15-07:00,5.77,223.091,10.107000000000001,15.6765,22.656,405.0,6.9,81.6,1.13,2.03,2.05,17.0,-2.0,,,,,,,6.1552
2025-03-12 14:57:15-07:00,5.77,224.04800000000003,10.125,15.592500000000001,22.86,405.0,6.9,81.5,1.02,1.72,1.72,18.0,-2.0,,,,,,,5.948
2025-03-12 14:58:15-07:00,5.77,221.36400000000003,10.737,15.246,23.184,405.0,6.9,81.4,0.79,1.74,1.86,17.0,-1.0,,,,,,,6.0288
2025-03-12 14:59:15-07:00,5.77,219.318,10.520999999999999,16.7055,20.639999999999997,404.35,6.9,81.3,0.57,1.24,1.28,16.0,-1.0,,,,,,,5.119999999999999
2025-03-12 15:00:15-07:00,5.77,220.03300000000002,11.394,15.634500000000001,23.148,404.12,6.9,81.5,0.47,1.11,1.12,16.0,-1.0,,,,,,,5.5176
2025-03-12 15:01:15-07:00,5.77,223.77300000000002,12.465,16.401,21.204,404.04,6.9,81.5,0.28,1.15,1.64,15.0,-1.0,,,,,,,5.1608
2025-03-12 15:02:15-07:00,5.77,228.36,10.134,16.8,21.204,404.02,6.9,81.5,0.45,1.18,1.36,17.0,-1.0,,,,,,,5.1848
2025-03-12 15:03:11-07:00,5.77,224.268,8.757000000000001,16.3905,22.176,404.01,6.9,81.5,0.17,1.08,1.14,17.0,-1.0,,,,,,,5.2992
2025-03-12 15:04:11-07:00,5.77,227.83200000000002,9.423,14.763000000000002,24.9,404.0,6.9,81.3,0.18,0.84,0.86,18.0,-1.0,,,,,,,5.652
2025-03-12 15:05:11-07:00,5.77,244.442,9.792000000000002,14.553,24.576,404.0,6.9,81.2,0.25,0.95,0.95,17.0,-1.0,,,,,,,5.6752
2025-03-12 15:06:11-07:00,5.77,267.355,8.883,14.9625,22.608,403.84,7.0,81.1,0.2,0.86,1.11,18.0,-2.0,,,,,,,5.2096
2025-03-12 15:07:11-07:00,5.77,277.98100000000005,7.695000000000001,14.8155,24.108,403.3,7.0,81.1,0.18,0.93,1.02,18.0,-2.0,,,,,,,5.5656
2025-03-12 15:08:13-07:00,5.77,282.62300000000005,9.702,15.288000000000002,24.24,403.1,7.0,81.2,0.17,1.02,1.28,17.0,-1.0,,,,,,,5.664
2025-03-12 15:09:13-07:00,5.77,270.567,8.226,14.9835,24.983999999999998,403.04,7.0,81.1,0.5,1.04,1.16,18.0,0.0,,,,,,,5.8288
2025-03-12 15:10:13-07:00,5.77,242.91300000000004,8.217,14.6265,24.587999999999997,403.01,7.0,81.1,0.64,1.21,1.25,19.0,-1.0,,,,,,,5.8856
2025-03-12 15:11:13-07:00,5.78,255.91500000000002,10.251000000000001,14.952000000000002,24.456,403.0,7.0,81.1,0.69,1.5,1.51,17.0,-1.0,,,,,,,6.091200000000001
2025-03-12 15:12:13-07:00,5.78,253.99000000000004,9.765,15.162,22.968,403.0,7.0,81.1,0.85,1.71,1.72,17.0,-2.0,,,,,,,5.961600000000001
2025-03-12 15:13:12-07:00,5.78,252.14200000000002,9.837,12.841500000000002,25.752,403.0,7.0,81.0,0.95,2.07,2.16,17.0,-2.0,,,,,,,6.8064
2025-03-12 15:14:12-07:00,5.77,236.654,9.107999999999999,15.350999999999999,22.224,403.0,7.0,81.0,0.98,1.61,1.96,17.0,-2.0,,,,,,,5.7328
2025-03-12 15:15:12-07:00,5.78,241.14200000000002,7.623000000000001,14.0805,25.8,403.0,7.0,80.9,0.84,1.34,1.79,19.0,-2.0,,,,,,,6.232
2025-03-12 15:16:12-07:00,5.78,269.456,9.729000000000001,14.343,25.2,403.0,7.0,81.0,0.94,1.55,2.1,17.0,-1.0,,,,,,,6.28
2025-03-12 15:17:13-07:00,5.78,265.166,10.782,15.687,22.668,403.0,7.0,81.0,0.44,1.2,1.38,17.0,-2.0,,,,,,,5.4936
2025-03-12 15:18:14-07:00,5.78,254.89200000000002,11.295000000000002,15.8445,21.323999999999998,403.0,7.0,81.1,0.75,1.57,1.72,16.0,-2.0,,,,,,,5.5208
2025-03-12 15:19:14-07:00,5.78,255.99200000000002,9.450000000000001,16.002000000000002,22.176,403.08,7.0,81.1,0.92,1.71,1.75,18.0,-2.0,,,,,,,5.8032
2025-03-12 15:20:14-07:00,5.78,257.059,9.117,16.086000000000002,22.5,403.57,7.0,81.1,0.73,1.23,1.49,17.0,-2.0,,,,,,,5.484
2025-03-12 15:21:14-07:00,5.78,260.81,10.232999999999999,16.180500000000002,22.163999999999998,403.85,7.0,81.2,0.91,1.66,1.8,17.0,-2.0,,,,,,,5.7608
2025-03-12 15:22:14-07:00,5.79,261.31600000000003,8.424,17.031,21.048,403.95,7.0,81.1,0.69,1.42,1.47,19.0,-1.0,,,,,,,5.3456
2025-03-12 15:23:15-07:00,5.79,270.149,9.054,18.018,19.668,403.98,7.0,81.0,0.89,1.9,1.92,18.0,-2.0,,,,,,,5.4536
2025-03-12 15:24:15-07:00,5.79,281.468,10.872,18.6795,18.168,404.29,7.0,81.0,0.95,1.75,1.75,18.0,-2.0,,,,,,,5.0336
2025-03-12 15:25:15-07:00,5.79,270.798,11.151000000000002,20.558999999999997,15.803999999999998,404.75,7.0,81.2,0.98,1.28,1.4,18.0,-2.0,,,,,,,4.1848
2025-03-12 15:26:15-07:00,5.79,266.354,10.89,19.803,17.988,405.41,7.0,81.1,0.99,1.41,1.45,18.0,-1.0,,,,,,,4.7256
2025-03-12 15:27:15-07:00,5.78,282.711,12.843,21.608999999999998,14.627999999999998,405.79,7.0,81.1,1.0,1.63,1.64,17.0,-2.0,,,,,,,4.2296
2025-03-12 15:28:15-07:00,5.79,287.22100000000006,13.869,22.417500000000004,14.268,406.16,7.0,81.0,1.0,1.61,1.62,16.0,-2.0,,,,,,,4.1416
2025-03-12 15:29:16-07:00,5.79,263.087,11.988000000000001,22.1655,14.447999999999999,406.05,7.0,81.1,1.13,1.62,1.78,18.0,-2.0,,,,,,,4.1856
2025-03-12 15:30:16-07:00,5.79,251.33900000000003,11.007000000000001,22.6695,13.860000000000001,406.31,7.0,81.1,1.06,1.42,1.47,19.0,-1.0,,,,,,,3.9080000000000004
2025-03-12 15:31:16-07:00,5.79,257.84000000000003,11.916,23.3835,12.06,406.76,7.0,81.2,1.27,2.0,2.02,18.0,-2.0,,,,,,,4.0120000000000005
2025-03-12 15:32:16-07:00,5.79,248.39100000000002,12.860999999999999,23.026500000000002,13.139999999999999,406.91,7.0,80.9,0.84,1.75,1.76,17.0,-1.0,,,,,,,4.0280000000000005
2025-03-12 15:33:16-07:00,5.79,238.70000000000002,10.566,23.394000000000002,12.804,406.74,7.0,81.0,0.95,1.77,2.13,18.0,-2.0,,,,,,,3.976800000000001
2025-03-12 15:34:18-07:00,5.79,236.137,12.186,23.709,11.472,406.26,7.0,81.0,0.95,1.43,1.63,17.0,-2.0,,,,,,,3.4383999999999997
2025-03-12 15:35:18-07:00,5.79,236.88500000000002,12.672,22.7115,13.404,406.09,7.0,81.0,0.98,1.67,1.78,16.0,-2.0,,,,,,,4.0168
2025-03-12 15:36:18-07:00,5.79,248.512,11.879999999999999,21.325499999999998,14.747999999999998,406.03,7.0,81.0,0.99,1.79,2.13,17.0,-2.0,,,,,,,4.3816
2025-03-12 15:37:18-07:00,5.79,274.439,10.323,20.5485,17.268,406.01,7.0,81.0,1.0,1.73,1.93,18.0,-1.0,,,,,,,4.8376
2025-03-12 15:38:18-07:00,5.8,280.874,12.078,19.467,17.88,406.0,7.0,80.8,1.0,1.57,1.64,17.0,-2.0,,,,,,,4.832000000000001
2025-03-12 15:39:20-07:00,5.79,278.278,10.836,18.5325,18.108,406.0,7.0,80.6,0.92,1.53,1.62,17.0,-2.0,,,,,,,4.845600000000001
2025-03-12 15:40:20-07:00,5.8,278.531,10.161,17.787000000000003,19.032,406.0,7.0,80.7,0.58,1.31,1.34,18.0,-2.0,,,,,,,4.8544
2025-03-12 15:41:20-07:00,5.8,272.019,10.376999999999999,17.041500000000003,19.56,406.0,7.0,80.7,0.79,1.5,1.51,18.0,-2.0,,,,,,,5.112
2025-03-12 15:42:20-07:00,5.8,270.776,10.620000000000001,17.839499999999997,18.791999999999998,406.0,7.0,80.6,0.89,1.42,1.43,18.0,-2.0,,,,,,,4.8944
2025-03-12 15:43:20-07:00,5.8,261.129,9.117,16.8945,20.904,406.0,7.0,80.3,0.75,1.2,1.2,18.0,-2.0,,,,,,,5.1408000000000005
2025-03-12 15:44:19-07:00,5.8,251.086,8.829,16.212,21.96,406.0,7.0,80.3,0.63,1.13,1.13,18.0,-2.0,,,,,,,5.296
2025-03-12 15:45:16-07:00,5.8,239.591,11.79,15.141,22.631999999999998,406.0,7.1,80.4,0.69,1.37,1.66,16.0,-1.0,,,,,,,5.6224
2025-03-12 15:46:16-07:00,5.8,233.079,9.999,14.364,22.944,406.0,7.1,80.4,-1.0,-1.0,-1.0,18.0,-2.0,,,,,,,3.7888
2025-03-12 15:47:16-07:00,5.8,223.025,9.99,14.658000000000001,23.099999999999998,405.5,7.1,80.4,-1.0,-1.0,-1.0,18.0,-1.0,,,,,,,3.8200000000000003
2025-03-12 15:48:16-07:00,5.8,225.52200000000002,9.585,14.227500000000001,23.471999999999998,405.18,7.1,80.4,-1.0,-1.0,-1.0,17.0,-2.0,,,,,,,3.8944
2025-03-12 15:49:16-07:00,5.8,227.54600000000002,10.665,14.6265,23.436,405.06,7.1,79.9,0.74,1.31,1.55,17.0,-1.0,,,,,,,5.7352
2025-03-12 15:50:17-07:00,5.8,233.88200000000003,9.0,14.7735,22.764,405.02,7.1,80.0,-1.0,-1.0,-1.0,18.0,-2.0,,,,,,,3.7528000000000006
2025-03-12 15:51:18-07:00,5.82,243.782,11.565,15.7185,21.287999999999997,405.41,7.1,80.0,-1.0,-1.0,-1.0,16.0,-2.0,,,,,,,3.4575999999999993
2025-03-12 15:52:18-07:00,5.85,248.127,11.997,15.445500000000001,22.152,405.79,7.1,80.0,-1.0,-1.0,-1.0,16.0,-2.0,,,,,,,3.6304000000000007
2025-03-12 15:53:18-07:00,5.87,251.16300000000004,11.961,15.708000000000002,21.432,405.28,7.1,80.0,-1.0,-1.0,-1.0,16.0,-2.0,,,,,,,3.4863999999999997
2025-03-12 15:54:18-07:00,5.87,256.41,10.602,15.855,22.439999999999998,405.1,7.1,80.0,0.79,1.18,1.33,17.0,-2.0,,,,,,,5.4319999999999995
2025-03-12 15:55:18-07:00,5.88,265.243,10.683,15.603,22.055999999999997,405.03,7.2,79.6,0.77,1.1,1.15,17.0,-2.0,,,,,,,5.2912
2025-03-12 15:56:19-07:00,5.88,289.795,10.602,15.959999999999999,20.447999999999997,405.01,7.1,79.6,0.52,1.42,1.43,18.0,-2.0,,,,,,,5.2256
2025-03-12 15:57:19-07:00,5.89,292.127,11.313,15.0465,21.912000000000003,405.0,7.1,79.7,0.36,1.06,1.07,17.0,-2.0,,,,,,,5.2304
2025-03-12 15:58:19-07:00,5.89,286.53900000000004,11.484,15.519,22.224,405.0,7.2,79.8,0.17,0.86,0.86,18.0,-2.0,,,,,,,5.1328
2025-03-12 15:59:19-07:00,5.89,291.7420000000001,11.610000000000001,14.532,22.728,405.0,7.2,79.8,0.21,0.92,0.92,17.0,-2.0,,,,,,,5.2816
2025-03-12 16:00:20-07:00,5.9,297.682,11.25,14.784,22.104000000000003,405.0,7.2,79.7,0.07,0.76,0.76,17.0,-2.0,,,,,,,5.0288
2025-03-12 16:01:20-07:00,5.9,308.53900000000004,8.415,14.952000000000002,22.272,405.0,7.2,79.9,0.14,0.73,0.92,18.0,-2.0,,,,,,,5.038399999999999
