DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,326,40,-11,-25,6,0,0.00000,0.00000.1,0.1,3696719684,154,33,-4,350388288,AQI
2025-03-07 05:11:40-08:00,3.23,445.20300000000003,17.901,25.284,5.46,386.93,5.3,73.3,1.77,3.93,4.26,0.0,0.0,1,13.73,8.26,38.25,1,-11,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.236000000000001
2025-03-07 05:12:41-08:00,3.2,444.85100000000006,16.947,24.706500000000002,5.556,386.98,5.3,73.3,2.07,4.33,4.44,0.0,0.0,1,13.7,2.33,36.16,1,-14,13.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,4.575200000000001
2025-03-07 05:13:41-08:00,3.19,442.20000000000005,18.405,25.032,4.14,386.99,5.3,73.2,2.06,3.69,4.43,0.0,0.0,1,13.7,0.66,33.42,1,-13,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,3.78
2025-03-07 05:14:41-08:00,3.18,439.05400000000003,18.477,24.706500000000002,6.0,387.0,5.3,73.2,2.17,3.7,3.95,0.0,0.0,1,13.87,122.55,40.22,1,-9,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.16
2025-03-07 05:15:41-08:00,3.18,435.01700000000005,19.386,21.808500000000002,7.4159999999999995,387.0,5.3,73.2,2.05,4.03,4.11,0.0,0.0,1,13.8,34.61,34.76,1,-11,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,4.7072
2025-03-07 05:16:41-08:00,3.17,442.838,16.677000000000003,25.389,5.9159999999999995,386.37,5.3,73.2,2.21,4.84,4.87,0.0,0.0,1,13.77,9.78,35.46,1,-10,13.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.0552
2025-03-07 05:17:41-08:00,3.16,462.18700000000007,24.669,27.594,5.904,384.9,5.3,73.4,2.89,6.06,6.31,0.0,0.0,1,13.73,2.76,35.15,1,-11,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.0288
2025-03-07 05:18:41-08:00,3.12,471.52600000000007,35.946,29.799,5.111999999999999,384.55,5.3,73.5,3.54,6.55,7.03,0.0,0.0,1,13.7,0.78,34.34,1,-9,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.2624
2025-03-07 05:19:42-08:00,3.1,461.35100000000006,32.751000000000005,28.0455,5.3999999999999995,384.55,5.2,73.6,3.18,6.29,6.61,0.0,0.0,1,13.87,133.29,38.15,1,-9,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.112
2025-03-07 05:20:42-08:00,3.09,451.011,30.330000000000002,26.103,7.199999999999999,383.74,5.2,73.6,2.82,6.41,7.33,0.0,0.0,1,13.8,37.65,37.08,1,-12,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.568
2025-03-07 05:21:43-08:00,3.08,447.821,27.36,23.950499999999998,6.984,382.15,5.2,73.5,2.93,6.35,6.87,0.0,0.0,1,13.77,10.63,36.36,1,-10,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.4768
2025-03-07 05:22:43-08:00,3.08,468.71000000000004,22.176000000000002,24.1185,3.9359999999999995,380.95,5.2,73.4,2.75,5.47,5.78,0.0,0.0,1,13.73,3.0,36.65,1,-10,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.1632
2025-03-07 05:23:43-08:00,3.07,466.213,21.168,26.0925,3.072,380.69,5.2,73.5,3.13,6.27,6.85,0.0,0.0,1,13.7,0.85,33.0,1,-12,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.6304
2025-03-07 05:24:44-08:00,3.06,450.29600000000005,20.727,25.9875,3.024,380.89,5.2,73.5,3.1,5.92,6.26,0.0,0.0,1,13.91,175.54,51.84,1,-9,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.3408
2025-03-07 05:25:44-08:00,3.02,443.09100000000007,22.437,25.851000000000003,5.063999999999999,381.2,5.1,73.5,2.75,5.7,5.87,0.0,0.0,1,13.8,49.58,39.51,1,-11,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.572800000000001
2025-03-07 05:26:44-08:00,2.99,447.95300000000003,23.166,22.5645,5.292,381.61,5.1,73.5,2.48,5.11,5.8,0.0,0.0,1,13.77,14.0,34.11,1,-10,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.1464
2025-03-07 05:27:44-08:00,2.98,452.70500000000004,21.627000000000002,22.3965,3.564,382.41,5.1,73.4,2.78,6.37,6.74,0.0,0.0,1,13.7,3.95,38.25,1,-9,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.8088
2025-03-07 05:28:44-08:00,2.97,457.72100000000006,21.717,22.323000000000004,4.344,383.41,5.1,73.5,2.86,6.04,6.16,0.0,0.0,1,13.7,1.12,36.53,1,-8,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.700800000000001
2025-03-07 05:29:44-08:00,2.94,460.90000000000003,19.8,21.6615,4.26,384.44,5.1,73.6,2.59,5.12,5.16,0.0,0.0,1,13.98,197.65,50.67,1,-5,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.948
2025-03-07 05:30:44-08:00,2.9,457.95200000000006,20.205,21.945,5.819999999999999,385.38,5.1,73.6,2.32,5.34,5.35,0.0,0.0,1,13.8,55.82,39.26,1,-10,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.436
2025-03-07 05:31:45-08:00,2.87,452.51800000000003,19.611,22.218,4.596,385.43,5.1,73.5,2.65,5.47,5.73,0.0,0.0,1,13.77,15.77,36.59,1,-12,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.2952
2025-03-07 05:32:45-08:00,2.86,453.97,19.233,22.281,4.332,385.88,5.0,73.5,2.4,5.51,5.67,0.0,0.0,1,13.73,4.45,35.01,1,-11,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.2744
2025-03-07 05:33:45-08:00,2.85,447.85400000000004,20.340000000000003,23.824500000000004,1.776,386.61,5.0,73.5,2.16,5.51,5.56,0.0,0.0,1,13.7,1.26,37.15,1,-11,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,4.7632
2025-03-07 05:34:45-08:00,2.8,440.59400000000005,19.863,23.5305,2.82,386.86,5.0,73.3,2.67,5.79,6.21,0.0,0.0,1,13.95,147.01,46.04,1,-7,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.196000000000001
2025-03-07 05:35:45-08:00,2.77,444.68600000000004,20.421000000000003,24.706500000000002,3.7319999999999998,386.72,5.0,73.2,2.68,5.86,6.37,0.0,0.0,1,13.8,59.99,38.61,1,-10,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.4344
2025-03-07 05:36:45-08:00,2.76,446.45700000000005,23.337,23.299500000000002,3.564,386.25,5.0,73.4,2.86,5.8,6.11,0.0,0.0,1,13.77,16.94,35.13,1,-9,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.3528
2025-03-07 05:37:45-08:00,2.74,446.71000000000004,21.78,23.037000000000003,4.284,386.09,4.9,73.4,2.63,6.2,6.34,0.0,0.0,1,13.73,4.79,38.66,1,-10,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.816800000000001
2025-03-07 05:38:45-08:00,2.7,442.61800000000005,22.14,23.52,3.24,386.03,4.9,73.4,2.61,5.54,5.58,0.0,0.0,1,13.7,1.35,34.71,1,-8,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.08
2025-03-07 05:39:45-08:00,2.67,436.238,21.303,24.233999999999998,2.592,386.01,4.9,73.4,2.9,5.95,6.09,0.0,0.0,1,13.98,153.95,35.31,1,-6,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.2784
2025-03-07 05:40:45-08:00,2.65,435.03900000000004,22.464000000000002,21.924,4.692,386.0,4.9,73.3,2.43,4.96,5.1,0.0,0.0,1,13.8,52.99,39.86,1,-10,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.9064
2025-03-07 05:41:46-08:00,2.63,441.83700000000005,22.221,21.777,4.967999999999999,386.0,4.8,73.3,2.67,5.06,5.1,0.0,0.0,1,13.77,14.97,35.36,1,-10,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.0416
2025-03-07 05:42:46-08:00,2.58,444.488,23.661,22.8165,7.98,386.5,4.8,73.2,2.93,5.71,5.81,0.0,0.0,1,13.73,4.23,35.64,1,-10,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.164000000000001
2025-03-07 05:43:46-08:00,2.56,447.85400000000004,21.915000000000003,24.349500000000003,4.967999999999999,386.82,4.8,73.4,2.71,5.38,5.41,0.0,0.0,1,13.7,1.19,35.9,1,-11,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.2976
2025-03-07 05:44:46-08:00,2.54,445.511,19.647,24.7485,2.568,386.94,4.8,73.5,2.97,5.59,5.67,0.0,0.0,1,13.87,115.69,35.65,1,-9,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.985600000000001
2025-03-07 05:45:46-08:00,2.53,438.75700000000006,19.944,23.436,2.94,386.98,4.7,73.5,3.06,5.92,6.26,0.0,0.0,1,13.77,32.67,40.01,1,-11,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.324
2025-03-07 05:46:46-08:00,2.5,440.572,21.42,23.373,5.063999999999999,386.99,4.7,73.5,2.56,4.55,5.24,0.0,0.0,1,13.73,9.23,34.36,1,-10,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,4.6528
2025-03-07 05:47:46-08:00,2.46,434.115,22.608,21.724500000000003,1.224,387.88,4.7,73.7,2.41,5.03,5.63,0.0,0.0,1,13.7,2.61,33.96,1,-8,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,4.2688
2025-03-07 05:48:46-08:00,2.44,432.76200000000006,24.336,20.012999999999998,2.6999999999999997,389.41,4.7,73.7,2.45,5.51,5.71,0.0,0.0,1,13.98,152.11,34.39,1,-5,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,4.948
2025-03-07 05:49:46-08:00,2.43,443.586,24.183,21.6825,4.356,391.02,4.7,73.8,2.8,6.15,6.22,0.0,0.0,1,13.8,62.58,35.3,1,-9,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.791200000000001
2025-03-07 05:50:47-08:00,2.42,446.87500000000006,24.525000000000002,22.029,2.64,391.74,4.7,74.0,2.88,5.65,5.7,0.0,0.0,1,13.73,17.67,49.09,1,-10,9.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.048
2025-03-07 05:51:47-08:00,2.37,442.156,22.041,22.512000000000004,4.296,392.56,4.6,73.9,2.63,5.52,5.65,0.0,0.0,1,13.7,4.99,40.02,1,-12,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.2752
2025-03-07 05:52:47-08:00,2.34,435.57800000000003,24.066,20.506500000000003,3.84,392.84,4.6,73.9,2.73,5.8,6.28,0.0,0.0,1,13.7,1.41,34.7,1,-9,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.4079999999999995
2025-03-07 05:53:47-08:00,2.32,436.12800000000004,25.092,18.5745,4.14,392.95,4.6,74.1,3.64,7.29,7.59,0.0,0.0,1,13.87,135.87,35.08,1,-8,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.660000000000001
2025-03-07 05:54:47-08:00,2.32,438.83400000000006,23.526,17.860500000000002,3.444,393.48,4.6,74.3,2.93,6.66,6.96,0.0,0.0,1,13.8,38.37,34.81,1,-9,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.0168
2025-03-07 05:55:48-08:00,2.28,438.41600000000005,24.768,18.018,4.164,393.71,4.6,74.4,3.03,6.88,7.27,0.0,0.0,1,13.73,10.84,50.27,1,-9,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.3368
2025-03-07 05:56:48-08:00,2.24,446.58900000000006,24.453000000000003,20.286,4.188,394.06,4.6,74.3,2.64,6.36,6.75,0.0,0.0,1,13.7,3.06,40.76,1,-11,9.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.925600000000001
2025-03-07 05:57:48-08:00,2.22,458.93100000000004,22.634999999999998,23.478,4.811999999999999,395.64,4.5,74.5,2.54,6.46,7.12,0.0,0.0,1,13.91,84.74,34.57,1,-9,11.0,1.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.1304
2025-03-07 05:58:48-08:00,2.21,468.45700000000005,24.282,23.1735,5.544,399.58,4.5,74.8,4.39,7.97,8.46,0.0,0.0,1,13.84,85.2,34.62,1,-10,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,7.4848
2025-03-07 05:59:48-08:00,2.21,476.17900000000003,26.424,23.950499999999998,7.212,402.44,4.5,75.0,3.73,7.7,8.36,0.0,0.0,1,13.77,24.06,34.04,1,-10,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,7.6024
2025-03-07 06:00:43-08:00,2.2,469.05100000000004,25.371000000000002,22.281,6.851999999999999,403.4,4.5,75.1,3.3,6.94,7.89,0.0,0.0,1,13.73,7.55,43.55,1,-10,10.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.9224000000000006
2025-03-07 06:01:43-08:00,2.18,477.30100000000004,22.851000000000003,24.181500000000003,3.564,403.44,4.5,75.1,3.17,6.41,6.81,0.0,0.0,1,13.7,2.13,38.27,1,-11,11.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,5.8408
2025-03-07 06:02:43-08:00,2.15,487.02500000000003,23.759999999999998,24.0345,3.528,403.77,4.5,75.2,3.22,5.97,6.55,0.0,0.0,1,13.91,139.4,34.37,1,-6,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.4816
2025-03-07 06:03:44-08:00,2.13,493.64700000000005,22.923,23.289,7.692,404.57,4.5,75.4,3.96,7.13,7.69,0.0,0.0,1,13.8,39.37,38.78,1,-9,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,7.242400000000001
2025-03-07 06:04:44-08:00,2.12,497.1120000000001,23.13,23.226000000000003,4.692,404.79,4.4,75.4,3.85,6.83,7.09,0.0,0.0,1,13.77,11.12,34.99,1,-6,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.4024
2025-03-07 06:05:45-08:00,2.12,498.17900000000003,23.697,20.338500000000003,8.28,404.54,4.4,75.4,3.34,6.64,6.96,0.0,0.0,1,13.66,3.14,54.78,1,-7,12.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.968
2025-03-07 06:06:45-08:00,2.11,494.5710000000001,22.878000000000004,20.558999999999997,3.924,404.19,4.5,75.3,3.7,7.02,8.06,0.0,0.0,1,13.95,130.82,39.72,1,-3,13.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.400799999999999
2025-03-07 06:07:45-08:00,2.11,483.45000000000005,20.952,22.102500000000003,3.7079999999999997,404.47,4.5,75.2,4.09,7.01,7.9,0.0,0.0,1,13.84,72.68,33.01,1,-9,13.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.349600000000001
2025-03-07 06:08:45-08:00,2.11,470.75600000000003,24.884999999999998,23.163,4.656,404.41,4.5,75.1,3.79,6.63,7.39,0.0,0.0,1,13.77,20.53,32.62,1,-9,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.235200000000001
2025-03-07 06:09:45-08:00,2.11,455.499,27.783,21.987000000000002,5.207999999999999,403.5,4.5,75.2,4.17,7.89,8.53,0.0,0.0,1,13.73,5.8,33.73,1,-8,11.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,7.3536
2025-03-07 06:10:46-08:00,2.1,456.56600000000003,25.983,21.735,4.512,403.71,4.5,75.0,3.78,6.85,7.31,0.0,0.0,1,13.91,78.41,42.32,1,-4,12.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,6.3824000000000005
2025-03-07 06:11:46-08:00,2.1,450.31800000000004,24.921000000000003,22.637999999999998,4.068,403.51,4.5,74.9,4.3,7.27,7.55,0.0,0.0,1,13.84,75.34,36.48,1,-8,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.6296
2025-03-07 06:12:46-08:00,2.1,441.661,24.741,21.808500000000002,3.444,402.72,4.4,74.7,3.43,6.91,7.33,0.0,0.0,1,13.77,21.28,34.39,1,-7,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,6.216800000000001
2025-03-07 06:13:47-08:00,2.09,434.731,25.668,20.464499999999997,4.14,401.64,4.5,74.6,2.82,6.28,6.69,0.0,0.0,1,13.73,6.01,33.33,1,-10,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,5.852000000000001
2025-03-07 06:14:47-08:00,2.08,434.654,27.693,20.055000000000003,4.356,400.64,4.4,74.7,5.98,9.18,9.72,0.0,0.0,1,13.7,1.7,35.71,1,-9,9.0,0.0,0.0,STAT,0,LAT,LON,W,CRC,,,,,,8.2152
2025-03-07 06:15:48-08:00,2.04,453.288,25.182000000000002,23.436,2.28,400.77,4.4,74.8,8.34,13.77,14.56,0.0,0.0,1,13.7,0.48,34.02,1,-7,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,11.472
2025-03-07 06:16:48-08:00,2.02,457.336,24.75,21.357,8.796,400.92,4.4,75.0,7.5,12.34,12.93,0.0,0.0,1,13.84,91.04,38.46,1,-8,9.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,11.6312
2025-03-07 06:17:48-08:00,2.01,463.15500000000003,24.714000000000002,22.071,9.228,401.38,4.4,75.2,6.21,10.41,10.92,0.0,0.0,1,13.77,25.71,34.23,1,-9,11.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,10.1736
2025-03-07 06:18:48-08:00,2.01,466.16900000000004,26.37,21.336000000000002,9.516,402.47,4.3,75.4,6.33,11.78,12.32,0.0,0.0,1,13.73,7.26,33.59,1,-9,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,11.3272
2025-03-07 06:19:48-08:00,2.01,456.522,24.903000000000002,21.430500000000002,9.0,403.96,4.3,75.6,5.49,11.68,12.43,0.0,0.0,1,13.7,2.05,38.44,1,-9,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,11.144
2025-03-07 06:20:48-08:00,2.01,446.5010000000001,22.824,21.588,8.928,401.76,4.3,75.9,5.49,10.94,12.7,0.0,0.0,1,13.98,123.56,34.91,1,-8,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,10.537600000000001
2025-03-07 06:21:48-08:00,2.01,440.781,22.554,22.89,7.38,397.96,4.3,76.0,5.54,9.99,10.83,0.0,0.0,1,13.8,43.7,43.14,1,-13,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,9.468
2025-03-07 06:22:49-08:00,2.0,441.63900000000007,21.366,21.808500000000002,9.576,393.81,4.4,76.1,5.74,10.6,11.04,0.0,0.0,1,13.73,12.34,37.83,1,-8,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,10.3952
2025-03-07 06:23:49-08:00,2.0,447.2710000000001,22.212,23.898000000000003,6.912,390.76,4.3,76.2,5.84,10.41,10.6,0.0,0.0,1,13.7,3.49,33.59,1,-10,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,9.710400000000002
2025-03-07 06:24:49-08:00,2.01,443.23400000000004,22.968,21.6615,8.64,388.35,4.4,76.2,5.33,9.87,10.06,0.0,0.0,1,13.7,0.98,33.01,1,-8,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,9.624
2025-03-07 06:25:49-08:00,2.01,429.099,23.202,22.0185,4.248,386.67,4.4,75.9,5.74,9.87,10.24,0.0,0.0,1,13.84,86.68,32.25,1,-8,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,8.7456
2025-03-07 06:26:49-08:00,2.01,416.141,23.094,20.643,4.14,385.59,4.4,75.7,5.53,8.73,8.93,0.0,0.0,1,13.77,24.48,41.98,1,-8,9.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,7.812000000000001
2025-03-07 06:27:49-08:00,2.01,413.754,23.787,21.0,3.84,385.21,4.4,75.4,5.72,9.55,9.62,0.0,0.0,1,13.73,6.91,37.85,1,-7,11.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,8.408000000000001
2025-03-07 06:28:49-08:00,2.01,409.81600000000003,25.686,21.9555,4.752,385.16,4.4,75.3,5.93,10.5,10.67,0.0,0.0,1,13.7,1.95,34.95,1,-9,8.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,9.3504
2025-03-07 06:29:49-08:00,2.01,406.97800000000007,22.302000000000003,21.556500000000003,6.864,385.06,4.4,75.3,6.26,10.27,10.33,0.0,0.0,1,13.91,151.74,33.22,1,-6,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,9.588799999999999
2025-03-07 06:30:49-08:00,2.01,409.81600000000003,20.205,21.714000000000002,7.176,385.02,4.4,75.3,6.57,11.28,11.3,0.0,0.0,1,13.8,42.86,32.45,1,-12,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,10.4592
2025-03-07 06:31:50-08:00,2.01,408.28700000000003,20.457,20.979000000000003,8.459999999999999,385.01,4.4,75.2,7.81,12.3,12.3,0.0,0.0,1,13.73,12.1,44.96,1,-9,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,11.532000000000002
2025-03-07 06:32:50-08:00,2.0,420.44200000000006,22.734,21.567,6.204,385.0,4.4,75.1,11.45,17.18,17.54,0.0,0.0,1,13.7,3.42,38.09,1,-9,9.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,14.9848
2025-03-07 06:33:50-08:00,2.0,415.536,23.94,20.748,7.884,385.0,4.4,75.0,12.41,19.96,20.53,0.0,0.0,1,13.95,62.58,36.72,1,-8,9.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,17.544800000000002
2025-03-07 06:34:50-08:00,2.0,405.9440000000001,22.113,21.6825,4.44,384.84,4.4,75.0,10.95,18.61,18.81,0.0,0.0,1,13.8,65.52,36.21,1,-12,10.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,15.776
2025-03-07 06:35:50-08:00,2.0,396.42900000000003,21.852,20.9895,7.116,383.89,4.4,74.8,10.32,17.7,18.21,0.0,0.0,1,13.77,18.5,34.24,1,-11,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,15.5832
2025-03-07 06:36:50-08:00,1.99,381.46900000000005,20.412,21.745500000000003,3.9359999999999995,382.65,4.4,74.8,10.54,17.84,18.7,0.0,0.0,1,13.7,5.23,43.98,1,-9,10.0,-1.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,15.0592
2025-03-07 06:37:51-08:00,1.99,369.391,19.188000000000002,21.315,4.344,381.17,4.4,74.7,10.24,17.2,17.92,0.0,0.0,1,13.7,1.48,35.45,1,-9,12.0,0.0,-1.0,STAT,0,LAT,LON,W,CRC,,,,,,14.6288
