DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,93,43,1,-1,1737978310,134,53,997008311,AQI
2025-03-10 11:52:58-07:00,21.4,238.13900000000004,10.026000000000002,8.6835,16.188,397.0,20.5,32.1,0.0,0.0,0.02,27.0,1.0,2.0,STAT,,,,,3.2376
2025-03-10 11:53:58-07:00,21.4,237.38000000000002,11.241,9.849000000000002,14.639999999999999,397.0,20.5,32.1,0.0,0.0,0.01,27.0,1.0,3.0,STAT,,,,,2.928
2025-03-10 11:54:58-07:00,21.4,236.104,10.863000000000001,9.807,14.676,397.0,20.5,32.1,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.9352
2025-03-10 11:55:58-07:00,21.4,249.854,9.063,9.6705,14.988,397.0,20.5,32.1,0.0,0.0,0.0,28.0,1.0,2.0,STAT,,,,,2.9976000000000003
2025-03-10 11:56:59-07:00,21.4,242.82500000000002,10.062,9.2295,16.104,397.0,20.5,32.1,0.0,0.0,0.0,27.0,0.0,2.0,STAT,,,,,3.2208
2025-03-10 11:58:00-07:00,21.4,235.609,10.485000000000001,8.9565,16.548,397.0,20.5,32.0,0.0,0.0,0.0,27.0,1.0,3.0,STAT,,,,,3.3095999999999997
2025-03-10 11:59:01-07:00,21.4,232.96900000000002,8.919,8.799000000000001,17.46,397.0,20.5,32.1,0.0,0.0,0.0,29.0,1.0,3.0,STAT,,,,,3.4920000000000004
2025-03-10 12:00:01-07:00,21.4,238.20500000000004,10.674,8.358,16.8,397.15,20.5,32.1,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.3600000000000003
2025-03-10 12:01:01-07:00,21.4,236.23600000000002,12.114,8.620500000000002,16.823999999999998,397.7,20.5,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.3648
2025-03-10 12:02:01-07:00,21.39,226.369,10.188,9.4605,16.235999999999997,397.67,20.5,32.0,0.0,0.0,0.04,27.0,1.0,3.0,STAT,,,,,3.2471999999999994
2025-03-10 12:03:02-07:00,21.4,223.71800000000002,11.619,9.575999999999999,15.491999999999999,397.88,20.5,32.0,0.0,0.0,0.02,24.0,1.0,2.0,STAT,,,,,3.0984
2025-03-10 12:04:02-07:00,21.4,244.18900000000002,11.169,9.0615,16.116,397.96,20.5,32.0,0.0,0.0,0.01,26.0,1.0,2.0,STAT,,,,,3.2232000000000003
2025-03-10 12:05:02-07:00,21.39,240.504,10.647,9.0195,16.884,397.99,20.4,32.0,0.0,0.0,0.0,27.0,2.0,2.0,STAT,,,,,3.3768000000000002
2025-03-10 12:06:02-07:00,21.4,241.71400000000003,10.26,9.534,15.443999999999999,397.99,20.4,32.0,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,3.0888
2025-03-10 12:07:03-07:00,21.4,241.85700000000003,11.052,8.841000000000001,16.644,397.59,20.4,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.3287999999999998
2025-03-10 12:08:03-07:00,21.4,231.16500000000002,11.43,8.536500000000002,16.619999999999997,397.7,20.4,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.324
2025-03-10 12:09:03-07:00,21.4,235.752,12.051,8.337000000000002,16.776,397.89,20.4,31.9,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,3.3552
2025-03-10 12:10:03-07:00,21.39,234.14600000000004,12.663,8.106,17.52,397.96,20.4,32.0,0.0,0.0,0.0,25.0,1.0,3.0,STAT,,,,,3.504
2025-03-10 12:11:03-07:00,21.39,222.079,10.017000000000001,6.531,20.016,397.99,20.4,32.0,0.0,0.0,0.0,27.0,2.0,3.0,STAT,,,,,4.0032
2025-03-10 12:12:03-07:00,21.39,252.50500000000002,11.079,8.8515,15.78,398.0,20.5,32.0,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.156
2025-03-10 12:13:04-07:00,21.39,248.13800000000003,10.728,8.652000000000001,15.611999999999998,398.5,20.5,31.9,0.0,0.0,0.0,26.0,1.0,1.0,STAT,,,,,3.1224
2025-03-10 12:14:04-07:00,21.39,246.40000000000003,10.296,9.3345,16.956,398.74,20.4,32.0,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,3.3912
2025-03-10 12:14:59-07:00,21.4,238.68900000000002,10.359,8.6415,17.543999999999997,398.28,20.4,32.0,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,3.5087999999999995
2025-03-10 12:15:59-07:00,21.4,234.487,10.935,9.093,16.907999999999998,398.75,20.5,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.3815999999999997
2025-03-10 12:16:59-07:00,21.4,228.811,10.359,9.135,17.22,398.91,20.4,32.0,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.444
2025-03-10 12:18:00-07:00,21.39,232.11100000000002,10.854000000000001,8.799000000000001,16.823999999999998,398.97,20.4,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.3648
2025-03-10 12:19:00-07:00,21.39,228.82200000000003,10.638,8.557500000000001,16.152,398.99,20.4,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.2304000000000004
2025-03-10 12:20:00-07:00,21.39,240.07500000000002,9.9,9.156,15.899999999999999,399.0,20.4,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.1799999999999997
2025-03-10 12:21:00-07:00,21.39,238.86500000000004,11.610000000000001,8.631,15.803999999999998,399.0,20.4,32.0,0.0,0.0,0.04,25.0,1.0,2.0,STAT,,,,,3.1608
2025-03-10 12:22:00-07:00,21.39,235.752,12.006,8.736,16.08,399.0,20.4,32.0,0.0,0.0,0.01,24.0,1.0,2.0,STAT,,,,,3.2159999999999997
2025-03-10 12:23:00-07:00,21.39,232.15500000000003,11.835,8.127,16.86,399.0,20.4,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.372
2025-03-10 12:23:59-07:00,21.39,234.59700000000004,11.709,8.862,16.644,399.0,20.4,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.3287999999999998
2025-03-10 12:24:59-07:00,21.39,234.59700000000004,11.357999999999999,9.282,15.852,399.0,20.4,32.0,0.0,0.0,0.0,26.0,2.0,3.0,STAT,,,,,3.1704000000000003
2025-03-10 12:25:59-07:00,21.39,237.41300000000004,11.376000000000001,8.442,16.224,399.0,20.4,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.2448
2025-03-10 12:27:00-07:00,21.38,224.312,10.728,8.484,15.756,399.54,20.4,32.0,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.1512000000000002
2025-03-10 12:28:00-07:00,21.39,243.782,10.431000000000001,9.3345,15.6,399.84,20.4,32.0,0.0,0.0,0.0,26.0,0.0,2.0,STAT,,,,,3.12
2025-03-10 12:29:01-07:00,21.38,236.324,12.879000000000001,8.0955,16.56,399.94,20.4,31.9,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,3.312
2025-03-10 12:30:01-07:00,21.39,232.067,12.447000000000001,8.9985,15.227999999999998,399.98,20.4,32.0,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.0456
2025-03-10 12:31:01-07:00,21.39,236.88500000000002,11.862,9.471,14.604,399.99,20.4,31.9,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.9208
2025-03-10 12:32:01-07:00,21.38,238.54600000000002,12.159,9.0615,14.843999999999998,399.84,20.4,32.0,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,2.9688
2025-03-10 12:33:01-07:00,21.38,230.19700000000003,13.194,8.9565,15.491999999999999,399.37,20.4,32.0,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,3.0984
2025-03-10 12:34:03-07:00,21.38,232.05600000000004,12.348,9.1875,15.803999999999998,399.13,20.4,31.9,0.0,0.0,0.13,25.0,1.0,2.0,STAT,,,,,3.1608
2025-03-10 12:35:03-07:00,21.38,220.84700000000004,12.906,9.177000000000001,16.476,399.66,20.4,31.9,0.0,0.0,0.05,24.0,1.0,3.0,STAT,,,,,3.2952
2025-03-10 12:36:03-07:00,21.38,250.162,12.213000000000001,9.177000000000001,15.299999999999999,399.88,20.4,31.9,0.0,0.0,0.02,25.0,0.0,2.0,STAT,,,,,3.06
2025-03-10 12:37:03-07:00,21.38,238.029,11.439000000000002,8.9145,15.047999999999998,399.96,20.4,31.8,0.0,0.0,0.01,27.0,1.0,2.0,STAT,,,,,3.0096
2025-03-10 12:38:03-07:00,21.38,234.377,11.808,8.841000000000001,15.084,399.99,20.4,31.9,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.0168
2025-03-10 12:39:03-07:00,21.38,225.544,12.123000000000001,8.988000000000001,16.56,399.99,20.4,31.9,0.0,0.0,0.1,25.0,1.0,2.0,STAT,,,,,3.312
2025-03-10 12:40:03-07:00,21.38,233.70600000000002,12.681000000000001,9.639,15.0,400.0,20.4,31.9,0.0,0.0,0.04,25.0,1.0,2.0,STAT,,,,,3.0
2025-03-10 12:41:03-07:00,21.38,236.56600000000003,11.853,9.1875,16.727999999999998,400.0,20.4,31.9,0.0,0.0,0.01,25.0,1.0,2.0,STAT,,,,,3.3455999999999997
2025-03-10 12:42:03-07:00,21.37,235.345,12.042000000000002,9.397499999999999,15.888,400.0,20.4,31.9,0.0,0.0,0.0,24.0,0.0,2.0,STAT,,,,,3.1776
2025-03-10 12:43:03-07:00,21.37,194.029,10.836,7.938,18.048,400.0,20.4,31.9,0.0,0.0,0.0,26.0,2.0,3.0,STAT,,,,,3.6096
2025-03-10 12:44:03-07:00,21.37,233.002,10.44,9.114,15.6,400.45,20.4,31.9,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.12
2025-03-10 12:45:03-07:00,21.37,235.64200000000002,10.683,8.82,16.919999999999998,400.81,20.4,31.9,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.384
2025-03-10 12:46:03-07:00,21.37,235.30100000000002,11.088000000000001,9.6495,16.404,400.93,20.4,31.9,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.2808
2025-03-10 12:47:03-07:00,21.37,239.228,10.098,8.673,16.272,400.98,20.4,31.9,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.2544
2025-03-10 12:48:03-07:00,21.37,236.59900000000002,11.277,8.6835,16.008,400.99,20.4,31.9,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.2016
2025-03-10 12:49:05-07:00,21.37,235.98300000000003,10.998000000000001,9.2505,14.939999999999998,401.0,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.9879999999999995
2025-03-10 12:50:06-07:00,21.36,232.67200000000003,11.376000000000001,8.4525,16.296,401.0,20.4,31.9,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.2592
2025-03-10 12:51:06-07:00,21.35,207.042,10.305,7.948500000000001,17.592,401.0,20.4,31.9,0.0,0.0,0.0,28.0,2.0,2.0,STAT,,,,,3.5183999999999997
2025-03-10 12:52:06-07:00,21.33,238.216,10.296,9.6285,14.376,401.0,20.4,31.9,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.8752
2025-03-10 12:53:06-07:00,21.33,244.761,12.591000000000001,10.153500000000001,13.164,400.65,20.4,31.9,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.6328
2025-03-10 12:54:06-07:00,21.32,237.74300000000002,12.798,9.555,14.604,400.23,20.4,31.9,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.9208
2025-03-10 12:55:06-07:00,21.31,234.025,13.455,9.639,14.064,400.24,20.4,31.9,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,2.8128
2025-03-10 12:56:06-07:00,21.3,230.945,12.626999999999999,8.19,16.74,400.73,20.4,31.9,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.348
2025-03-10 12:57:07-07:00,21.3,232.716,11.997,8.6625,15.899999999999999,400.91,20.4,31.9,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.1799999999999997
2025-03-10 12:58:07-07:00,21.3,227.678,9.675,9.261000000000001,15.803999999999998,401.13,20.4,31.8,0.0,0.0,0.0,27.0,1.0,3.0,STAT,,,,,3.1608
2025-03-10 12:59:07-07:00,21.3,232.63900000000004,10.71,9.198,15.935999999999998,401.26,20.4,31.8,0.0,0.0,0.0,28.0,1.0,3.0,STAT,,,,,3.1872
2025-03-10 13:00:03-07:00,21.3,229.13000000000002,11.205,9.66,14.435999999999998,401.3,20.4,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.8872
2025-03-10 13:01:03-07:00,21.3,241.054,10.827,9.261000000000001,14.783999999999999,401.11,20.4,31.9,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.9568
2025-03-10 13:02:03-07:00,21.3,246.12500000000003,11.357999999999999,9.3765,15.636,401.58,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.1272
2025-03-10 13:03:03-07:00,21.3,229.702,12.860999999999999,9.5235,15.48,401.81,20.4,31.8,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,3.096
2025-03-10 13:04:03-07:00,21.3,224.49900000000002,13.473,9.880500000000001,15.743999999999998,401.93,20.4,31.8,0.0,0.0,0.0,23.0,1.0,2.0,STAT,,,,,3.1487999999999996
2025-03-10 13:05:03-07:00,21.3,232.287,10.620000000000001,10.038,14.819999999999999,402.01,20.4,31.9,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.964
2025-03-10 13:06:03-07:00,21.3,232.95800000000003,11.142000000000001,9.0615,15.084,402.0,20.4,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.0168
2025-03-10 13:07:03-07:00,21.3,237.94100000000003,11.232000000000001,9.9015,14.208,402.0,20.4,31.8,0.0,0.0,0.15,26.0,1.0,2.0,STAT,,,,,2.8416
2025-03-10 13:08:04-07:00,21.3,239.55800000000002,10.791,9.765,13.956000000000001,402.65,20.4,31.9,0.0,0.0,0.05,26.0,1.0,2.0,STAT,,,,,2.7912000000000003
2025-03-10 13:09:04-07:00,21.3,243.82600000000002,11.277,9.618,16.068,402.67,20.4,31.8,0.0,0.0,0.02,26.0,1.0,2.0,STAT,,,,,3.2136000000000005
2025-03-10 13:10:04-07:00,21.3,240.94400000000002,11.412,9.5655,15.264,402.87,20.4,31.8,0.0,0.0,0.01,26.0,1.0,2.0,STAT,,,,,3.0528
2025-03-10 13:11:04-07:00,21.3,239.657,12.789000000000001,9.618,14.843999999999998,403.11,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.9688
2025-03-10 13:12:05-07:00,21.3,238.502,11.403,9.261000000000001,15.78,403.27,20.4,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.156
2025-03-10 13:13:05-07:00,21.3,240.33900000000003,10.287,9.355500000000001,15.456,403.74,20.4,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.0912
2025-03-10 13:14:05-07:00,21.3,234.52,11.862,10.1745,14.027999999999999,403.91,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.8056
2025-03-10 13:15:05-07:00,21.3,236.83000000000004,11.007000000000001,9.4815,15.264,403.85,20.4,31.8,0.0,0.0,0.05,26.0,1.0,2.0,STAT,,,,,3.0528
2025-03-10 13:16:06-07:00,21.3,237.10500000000002,10.872,9.555,14.627999999999998,403.57,20.4,31.8,0.0,0.0,0.02,26.0,1.0,2.0,STAT,,,,,2.9255999999999998
2025-03-10 13:17:06-07:00,21.3,245.49800000000002,9.621,10.4055,14.831999999999999,403.65,20.4,31.8,0.0,0.0,0.01,27.0,0.0,2.0,STAT,,,,,2.9664
2025-03-10 13:18:06-07:00,21.3,241.428,9.684,10.038,15.288,403.23,20.4,31.8,0.0,0.02,0.02,28.0,1.0,2.0,STAT,,,,,3.0736000000000003
2025-03-10 13:19:06-07:00,21.3,235.77400000000003,10.692,9.7545,15.419999999999998,403.08,20.4,31.8,0.0,0.01,0.01,26.0,1.0,2.0,STAT,,,,,3.0919999999999996
2025-03-10 13:20:06-07:00,21.3,238.491,12.447000000000001,9.597000000000001,15.564,403.56,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.1128
2025-03-10 13:21:07-07:00,21.3,227.711,11.529,9.933000000000002,15.276,403.2,20.4,31.9,0.0,0.0,0.0,25.0,1.0,3.0,STAT,,,,,3.0552
2025-03-10 13:22:07-07:00,21.3,234.828,10.692,9.575999999999999,15.707999999999998,403.07,20.4,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.1416
2025-03-10 13:23:07-07:00,21.3,233.81600000000003,8.973,10.0485,15.312,403.29,20.4,31.8,0.0,0.0,0.0,28.0,1.0,2.0,STAT,,,,,3.0624000000000002
2025-03-10 13:24:07-07:00,21.3,206.536,10.935,8.442,16.056,403.51,20.4,31.8,0.0,0.0,0.0,26.0,2.0,2.0,STAT,,,,,3.2112000000000003
2025-03-10 13:25:08-07:00,21.3,239.75600000000003,12.141,10.248,15.443999999999999,403.64,20.4,31.8,0.0,0.0,0.0,25.0,0.0,2.0,STAT,,,,,3.0888
2025-03-10 13:26:08-07:00,21.3,235.66400000000002,12.654,10.269,15.36,403.68,20.4,31.8,0.0,0.0,0.0,24.0,0.0,2.0,STAT,,,,,3.072
2025-03-10 13:27:08-07:00,21.3,234.99300000000002,11.645999999999999,9.891,15.18,403.73,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.036
2025-03-10 13:28:08-07:00,21.3,236.39000000000001,12.951,9.786000000000001,15.911999999999999,403.87,20.4,31.8,0.0,0.0,0.0,24.0,1.0,2.0,STAT,,,,,3.1824
2025-03-10 13:29:08-07:00,21.3,237.27,12.186,10.0905,15.636,403.95,20.4,31.8,0.0,0.0,0.0,26.0,1.0,3.0,STAT,,,,,3.1272
2025-03-10 13:30:08-07:00,21.3,241.48300000000003,10.413,9.775500000000001,14.531999999999998,403.98,20.4,31.8,0.0,0.0,0.0,28.0,1.0,2.0,STAT,,,,,2.9063999999999997
2025-03-10 13:31:10-07:00,21.3,189.04600000000002,11.735999999999999,8.421,17.16,403.99,20.4,31.8,0.0,0.0,0.0,27.0,2.0,3.0,STAT,,,,,3.4320000000000004
2025-03-10 13:32:10-07:00,21.3,234.50900000000001,11.043,9.6285,15.312,404.2,20.4,31.7,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.0624000000000002
2025-03-10 13:33:05-07:00,21.3,236.75300000000001,11.304,10.552500000000002,12.96,404.52,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.5920000000000005
2025-03-10 13:34:06-07:00,21.3,239.008,9.153,10.08,14.831999999999999,404.83,20.4,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.9664
2025-03-10 13:35:06-07:00,21.3,238.76600000000002,9.387,10.0695,14.652000000000001,404.94,20.4,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.9304000000000006
2025-03-10 13:36:05-07:00,21.29,233.05700000000002,9.666,9.691500000000001,14.879999999999999,404.98,20.3,31.8,0.0,0.0,0.27,26.0,1.0,2.0,STAT,,,,,2.976
2025-03-10 13:37:05-07:00,21.3,240.69100000000003,10.863000000000001,10.0905,14.388,404.99,20.4,31.8,0.0,0.0,0.1,26.0,1.0,3.0,STAT,,,,,2.8776
2025-03-10 13:38:05-07:00,21.29,243.26500000000001,11.241,10.437,14.112,405.0,20.4,31.8,0.0,0.0,0.03,26.0,1.0,2.0,STAT,,,,,2.8224
2025-03-10 13:39:05-07:00,21.3,243.15500000000003,12.177,9.807,15.743999999999998,404.96,20.3,31.7,0.0,0.0,0.01,25.0,1.0,2.0,STAT,,,,,3.1487999999999996
2025-03-10 13:40:05-07:00,21.3,225.577,11.493,10.573500000000001,15.072,404.99,20.4,31.8,0.0,0.0,0.09,25.0,1.0,3.0,STAT,,,,,3.0144
2025-03-10 13:41:07-07:00,21.3,250.745,10.899,10.720500000000001,15.552,404.99,20.4,31.8,0.0,0.0,0.06,26.0,1.0,3.0,STAT,,,,,3.1104000000000003
2025-03-10 13:42:07-07:00,21.3,250.58000000000004,11.700000000000001,10.3425,16.368,405.0,20.3,31.8,0.0,0.0,0.02,25.0,1.0,3.0,STAT,,,,,3.2736
2025-03-10 13:43:07-07:00,21.3,242.45100000000002,12.663,11.025,15.216,404.86,20.3,31.7,0.0,0.0,0.01,24.0,1.0,3.0,STAT,,,,,3.0432
2025-03-10 13:44:07-07:00,21.29,248.49000000000004,12.078,10.017,16.848,404.92,20.3,31.8,0.0,0.0,0.0,25.0,1.0,3.0,STAT,,,,,3.3696
2025-03-10 13:45:07-07:00,21.3,245.43200000000002,11.628,9.7965,16.068,404.97,20.3,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.2136000000000005
2025-03-10 13:46:07-07:00,21.29,233.211,11.835,10.300500000000001,15.48,405.39,20.4,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,3.096
2025-03-10 13:47:08-07:00,21.29,242.418,12.033,10.384500000000001,15.515999999999998,405.78,20.4,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,3.1031999999999997
2025-03-10 13:48:08-07:00,21.29,216.095,11.115,10.4265,15.084,405.92,20.4,31.8,0.0,0.01,0.01,25.0,2.0,2.0,STAT,,,,,3.0248
2025-03-10 13:49:08-07:00,21.29,241.703,9.621,10.668000000000001,14.735999999999999,405.97,20.4,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.9472
2025-03-10 13:50:08-07:00,21.29,243.10000000000002,10.71,10.584000000000001,15.395999999999999,405.99,20.4,31.8,0.0,0.0,0.0,25.0,1.0,3.0,STAT,,,,,3.0792
2025-03-10 13:51:08-07:00,21.29,244.99200000000002,11.547,10.458000000000002,14.975999999999999,406.0,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.9952
2025-03-10 13:52:09-07:00,21.29,235.36700000000002,11.538,10.1325,14.783999999999999,406.58,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.9568
2025-03-10 13:53:09-07:00,21.29,232.81500000000003,11.043,10.027500000000002,14.892,406.85,20.3,31.7,0.0,0.24,0.24,26.0,1.0,2.0,STAT,,,,,3.1704000000000003
2025-03-10 13:54:09-07:00,21.29,242.00000000000003,9.297,11.161500000000002,14.352,406.95,20.4,31.8,0.0,0.09,0.09,27.0,1.0,2.0,STAT,,,,,2.9424
2025-03-10 13:55:09-07:00,21.29,246.818,11.628,11.046,14.064,406.98,20.4,31.8,0.0,0.03,0.03,24.0,1.0,2.0,STAT,,,,,2.8368
2025-03-10 13:56:09-07:00,21.29,214.01600000000002,10.386,10.4685,16.523999999999997,406.99,20.4,31.8,0.0,0.01,0.01,25.0,1.0,3.0,STAT,,,,,3.3127999999999997
2025-03-10 13:57:09-07:00,21.28,245.234,10.062,10.563,14.988,407.45,20.3,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.9976000000000003
2025-03-10 13:58:09-07:00,21.29,247.02700000000002,8.991,11.340000000000002,13.776,407.81,20.3,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.7552000000000003
2025-03-10 13:59:10-07:00,21.29,247.83000000000004,11.223,11.067,13.464,407.93,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.6928
2025-03-10 14:00:10-07:00,21.29,239.162,11.232000000000001,10.794,13.668000000000001,407.98,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.7336000000000005
2025-03-10 14:01:10-07:00,21.29,242.00000000000003,11.565,10.479000000000001,14.304,407.99,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.8608000000000002
2025-03-10 14:02:10-07:00,21.28,236.269,11.079,11.067,13.488,408.05,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.6976
2025-03-10 14:03:10-07:00,21.28,239.195,9.288,11.161500000000002,14.364,408.37,20.3,31.8,0.0,0.02,0.02,27.0,1.0,2.0,STAT,,,,,2.8888000000000003
2025-03-10 14:04:10-07:00,21.28,212.091,11.295000000000002,10.836,15.107999999999999,408.7,20.3,31.8,0.0,0.01,0.01,27.0,2.0,3.0,STAT,,,,,3.0296
2025-03-10 14:05:10-07:00,21.28,247.57700000000003,11.979000000000001,11.256000000000002,14.411999999999999,408.73,20.3,31.8,0.0,0.0,0.0,25.0,1.0,2.0,STAT,,,,,2.8824
2025-03-10 14:06:10-07:00,21.28,240.966,11.403,11.571,13.476,408.34,20.3,31.8,0.0,0.0,0.0,26.0,1.0,2.0,STAT,,,,,2.6952000000000003
2025-03-10 14:07:10-07:00,21.28,239.54700000000003,9.855,11.9595,13.788,408.52,20.3,31.8,0.0,0.0,0.0,27.0,1.0,2.0,STAT,,,,,2.7576
2025-03-10 14:08:11-07:00,21.28,243.40800000000002,9.369,10.353,16.272,408.83,20.3,31.8,0.0,0.0,0.0,28.0,1.0,2.0,STAT,,,,,3.2544
