DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,91,46,0,-30,6,0.1,0.00000,0.00000.1,0.2,3486807047,103,22,-3,-32,1214779424,AQI
2025-03-09 05:08:16-07:00,10.71,168.70700000000002,8.379000000000001,8.043000000000001,29.471999999999998,363.87,11.1,72.9,0.97,2.4,2.41,0.0,0.0,1,14.09,176.17,38.56,1,-21,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.8144
2025-03-09 05:09:16-07:00,10.72,169.543,5.904,9.198,28.932,363.95,11.1,72.9,0.99,2.59,2.86,0.0,0.0,1,13.95,49.75,34.98,1,-25,34.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.8584000000000005
2025-03-09 05:10:17-07:00,10.73,168.168,4.221,10.563,28.656,363.37,11.1,73.0,1.05,2.77,2.86,0.0,0.0,1,13.91,14.05,34.59,1,-26,36.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.9472000000000005
2025-03-09 05:11:17-07:00,10.73,167.70600000000002,6.48,9.9435,27.816,363.63,11.1,72.9,1.02,2.72,2.75,0.0,0.0,1,13.84,3.97,33.11,1,-25,32.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,7.7392
2025-03-09 05:12:19-07:00,10.73,169.675,6.102,8.883000000000001,29.628,363.34,11.1,72.8,1.33,2.97,3.09,0.0,0.0,1,13.98,134.67,41.0,1,-25,33.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.3016
2025-03-09 05:13:19-07:00,10.73,175.428,9.801,11.025,25.416,363.74,11.1,72.9,1.19,2.74,3.23,0.0,0.0,1,13.98,88.8,36.9,1,-28,30.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,7.275200000000001
2025-03-09 05:14:19-07:00,10.73,173.404,7.146000000000001,11.9595,26.352,363.91,11.1,72.9,1.16,3.02,3.18,0.0,0.0,1,13.91,25.08,35.64,1,-26,33.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,7.686400000000001
2025-03-09 05:15:19-07:00,10.73,167.145,6.885000000000001,9.723,26.7,363.97,11.1,73.0,0.93,2.92,3.05,0.0,0.0,1,13.87,7.08,34.35,1,-25,34.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,7.676
2025-03-09 05:16:19-07:00,10.73,166.94700000000003,7.3709999999999996,9.639,26.148,364.07,11.2,73.1,1.13,2.79,3.07,0.0,0.0,1,13.84,2.0,35.31,1,-27,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.461600000000001
2025-03-09 05:17:19-07:00,10.73,166.65,5.994000000000001,9.555,28.476,364.53,11.2,72.9,1.17,2.78,3.1,0.0,0.0,1,14.05,129.98,38.94,1,-24,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.9192
2025-03-09 05:18:20-07:00,10.73,170.247,7.011,11.0775,27.348,364.83,11.2,72.8,1.36,2.81,3.03,0.0,0.0,1,13.98,56.03,36.39,1,-28,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.7176
2025-03-09 05:19:20-07:00,10.73,172.65600000000003,7.938000000000001,12.232500000000002,25.5,364.94,11.2,72.8,1.35,2.52,2.83,0.0,0.0,1,13.91,15.83,36.69,1,-27,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.1160000000000005
2025-03-09 05:20:20-07:00,10.73,177.73800000000003,7.757999999999999,10.195500000000001,27.744,364.98,11.2,72.9,1.11,2.55,2.65,0.0,0.0,1,13.84,4.47,33.4,1,-26,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.5888
2025-03-09 05:21:15-07:00,10.73,178.519,7.137,9.996,27.996,364.99,11.2,72.9,1.08,2.73,2.76,0.0,0.0,1,13.8,1.4,34.54,1,-26,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.7832
2025-03-09 05:22:22-07:00,10.72,178.002,6.66,12.1065,27.54,365.0,11.2,72.7,1.07,2.7,2.71,0.0,0.0,1,14.09,186.25,34.12,1,-21,33.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.668
2025-03-09 05:23:17-07:00,10.72,176.979,9.395999999999999,12.579,26.928,365.0,11.2,72.7,1.02,2.4,2.69,0.0,0.0,1,13.95,69.81,38.47,1,-27,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.3056
2025-03-09 05:24:17-07:00,10.7,174.779,8.208,11.907,27.852,365.0,11.2,72.6,1.15,3.04,3.42,0.0,0.0,1,13.91,19.72,34.25,1,-28,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.002400000000002
2025-03-09 05:25:17-07:00,10.68,174.702,5.265,11.340000000000002,27.804000000000002,365.0,11.2,72.7,1.16,2.9,3.1,0.0,0.0,1,13.84,5.57,32.51,1,-27,33.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.880800000000001
2025-03-09 05:26:17-07:00,10.66,173.49200000000002,6.867,12.957,26.328,365.0,11.1,72.7,1.09,2.78,2.84,0.0,0.0,1,13.8,1.57,34.31,1,-25,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.489599999999999
2025-03-09 05:27:17-07:00,10.66,167.068,7.722,11.781,27.744,365.0,11.1,72.6,1.38,3.28,3.51,0.0,0.0,1,14.09,188.15,34.17,1,-21,33.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.1728
2025-03-09 05:28:17-07:00,10.66,165.803,7.317000000000001,11.6865,26.304000000000002,364.54,11.1,72.5,1.18,3.38,3.82,0.0,0.0,1,13.95,53.14,35.97,1,-25,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.9648
2025-03-09 05:29:17-07:00,10.66,169.70800000000003,4.5360000000000005,11.245500000000002,26.88,363.74,11.1,72.6,1.21,2.78,2.96,0.0,0.0,1,13.87,15.01,34.88,1,-26,35.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.6
2025-03-09 05:30:17-07:00,10.66,168.25600000000003,5.175,12.4635,25.787999999999997,363.34,11.1,72.8,1.07,2.62,3.03,0.0,0.0,1,13.84,4.24,35.41,1,-26,35.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.2536
2025-03-09 05:31:17-07:00,10.66,165.264,5.436,12.243,24.636,363.69,11.1,72.7,1.05,2.64,2.82,0.0,0.0,1,13.8,1.2,34.67,1,-25,34.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,7.0392
2025-03-09 05:32:18-07:00,10.66,166.254,7.389000000000001,10.9515,26.928,363.74,11.1,72.8,1.23,3.19,3.25,0.0,0.0,1,14.02,110.66,32.45,1,-23,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.9376
2025-03-09 05:33:19-07:00,10.66,168.036,8.64,11.0775,26.88,363.83,11.1,72.7,1.08,2.55,2.57,0.0,0.0,1,13.91,31.25,37.12,1,-26,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.416
2025-03-09 05:34:19-07:00,10.66,167.02400000000003,7.857,11.318999999999999,26.328,363.29,11.1,72.5,1.01,2.56,2.93,0.0,0.0,1,13.87,8.83,36.28,1,-27,31.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.3136
2025-03-09 05:35:20-07:00,10.66,171.677,9.468,10.416,27.371999999999996,363.1,11.1,72.5,1.01,3.07,3.3,0.0,0.0,1,13.8,2.49,38.22,1,-28,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.930399999999999
2025-03-09 05:36:20-07:00,10.66,169.80700000000002,7.398000000000001,10.573500000000001,27.384,363.04,11.1,72.5,1.03,3.0,3.07,0.0,0.0,1,13.77,0.7,35.9,1,-25,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.876800000000001
2025-03-09 05:37:20-07:00,10.66,174.262,7.344,10.6995,26.544,363.01,11.1,72.7,1.27,3.44,3.57,0.0,0.0,1,13.98,57.65,33.28,1,-29,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.0608
2025-03-09 05:38:20-07:00,10.65,179.71800000000002,7.920000000000001,11.3085,24.12,363.36,11.1,72.6,1.2,3.06,3.26,0.0,0.0,1,13.91,16.28,35.81,1,-30,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.272000000000001
2025-03-09 05:39:20-07:00,10.65,175.37300000000002,8.28,10.311,27.947999999999997,363.13,11.1,72.4,1.13,2.72,2.8,0.0,0.0,1,13.84,4.6,36.19,1,-29,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.7656
2025-03-09 05:40:20-07:00,10.65,170.79700000000003,7.857,10.615499999999999,29.412,363.04,11.1,72.5,1.04,2.45,2.78,0.0,0.0,1,13.8,1.3,37.63,1,-25,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.8424000000000005
2025-03-09 05:41:20-07:00,10.65,170.55500000000004,8.586,11.151,25.523999999999997,363.02,11.1,72.4,0.92,1.72,1.83,0.0,0.0,1,14.05,198.1,33.06,1,-22,32.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,6.4808
2025-03-09 05:42:20-07:00,10.65,174.537,7.596,12.096,25.608,363.01,11.1,72.4,1.07,2.93,2.97,0.0,0.0,1,13.95,55.95,35.97,1,-28,33.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.465600000000001
2025-03-09 05:43:22-07:00,10.65,174.108,7.479000000000001,11.9385,25.631999999999998,363.0,11.1,72.3,1.3,2.96,3.21,0.0,0.0,1,13.87,15.8,42.05,1,-27,32.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.494400000000001
2025-03-09 05:44:22-07:00,10.65,171.116,6.957000000000001,10.111500000000001,28.2,363.05,11.1,72.3,1.59,3.61,3.69,0.0,0.0,1,13.84,4.46,36.95,1,-25,32.0,0.0,-4,STAT,0,LAT,LON,W,CRC,,,,,,,8.528
2025-03-09 05:45:22-07:00,10.65,172.062,6.255,10.227,27.947999999999997,363.02,11.0,72.3,1.45,3.01,3.26,0.0,0.0,1,13.8,1.26,34.72,1,-27,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.9976
2025-03-09 05:46:22-07:00,10.65,169.092,6.408,8.4105,29.58,363.01,11.1,72.4,1.45,2.97,3.06,0.0,0.0,1,13.98,75.4,33.31,1,-28,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.292000000000002
2025-03-09 05:47:22-07:00,10.65,171.787,5.742,9.6285,28.823999999999998,363.0,11.1,72.4,1.3,3.2,3.23,0.0,0.0,1,13.91,21.3,34.14,1,-29,34.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.3248
2025-03-09 05:48:17-07:00,10.65,171.501,4.3020000000000005,10.059000000000001,28.523999999999997,363.0,11.1,72.4,1.6,3.08,3.09,0.0,0.0,1,13.87,6.68,39.03,1,-27,34.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.168800000000001
2025-03-09 05:49:17-07:00,10.65,170.181,5.256,10.0905,27.996,363.0,11.1,72.5,1.27,2.86,3.23,0.0,0.0,1,13.8,1.89,36.8,1,-27,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.8872
2025-03-09 05:50:17-07:00,10.65,167.662,6.633,9.387,27.983999999999998,363.0,11.1,72.4,1.09,2.94,3.31,0.0,0.0,1,14.02,125.37,34.52,1,-21,33.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.9488
2025-03-09 05:51:18-07:00,10.65,167.12300000000002,6.354,9.145500000000002,27.612000000000002,363.0,11.1,72.4,1.29,2.56,2.73,0.0,0.0,1,13.98,84.26,36.96,1,-26,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.570400000000001
2025-03-09 05:52:18-07:00,10.65,168.50900000000001,6.732,8.526,29.531999999999996,363.0,11.1,72.3,1.46,3.15,3.2,0.0,0.0,1,13.91,23.8,35.78,1,-28,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.4264
2025-03-09 05:53:19-07:00,10.65,169.202,6.768,9.702,28.32,363.0,11.1,72.3,1.15,2.49,2.51,0.0,0.0,1,13.84,6.72,40.1,1,-27,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.656000000000001
2025-03-09 05:54:19-07:00,10.65,170.67600000000002,6.228,11.2035,26.544,363.0,11.1,72.3,1.33,3.09,3.1,0.0,0.0,1,13.8,1.9,36.58,1,-27,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.780800000000001
2025-03-09 05:55:19-07:00,10.65,169.675,5.535,10.437,28.776,363.0,11.1,72.2,1.4,3.12,3.12,0.0,0.0,1,14.05,224.5,35.26,1,-24,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.2512
2025-03-09 05:56:19-07:00,10.65,173.93200000000002,7.542000000000001,10.993500000000001,27.66,363.0,11.0,72.4,1.11,2.21,2.21,0.0,0.0,1,13.95,63.41,34.19,1,-27,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.3
2025-03-09 05:57:19-07:00,10.66,172.54600000000002,6.723,12.400500000000001,25.8,363.0,11.1,72.4,1.03,2.29,2.29,0.0,0.0,1,13.87,17.91,36.09,1,-27,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,6.992
2025-03-09 05:58:19-07:00,10.66,176.693,9.576,11.676,25.86,363.0,11.1,72.5,1.04,2.7,2.78,0.0,0.0,1,13.84,5.06,40.21,1,-28,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.332000000000001
2025-03-09 05:59:20-07:00,10.65,173.25,7.317000000000001,11.3085,27.528000000000002,363.0,11.1,72.6,1.32,3.14,3.37,0.0,0.0,1,13.8,1.43,35.5,1,-27,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.017600000000002
2025-03-09 06:00:20-07:00,10.65,178.585,7.460999999999999,10.2375,27.516,363.0,11.1,72.5,1.47,3.85,3.92,0.0,0.0,1,13.98,126.79,34.08,1,-30,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.5832
2025-03-09 06:01:20-07:00,10.65,177.60600000000002,4.1850000000000005,9.8175,28.608,363.0,11.1,72.5,1.0,3.11,3.14,0.0,0.0,1,13.91,35.81,36.04,1,-29,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.2096
2025-03-09 06:02:20-07:00,10.65,176.39600000000004,6.9479999999999995,11.088000000000001,25.968,363.62,11.1,72.4,1.0,2.45,2.84,0.0,0.0,1,13.87,10.11,35.63,1,-28,32.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.1536
2025-03-09 06:03:20-07:00,10.65,180.18000000000004,6.156,11.025,26.316,363.22,11.1,72.6,1.14,2.77,3.57,0.0,0.0,1,13.8,2.86,41.44,1,-28,32.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.4792000000000005
2025-03-09 06:04:20-07:00,10.65,174.54800000000003,4.392,10.993500000000001,26.784,363.08,11.1,72.4,1.64,2.98,3.26,0.0,0.0,1,14.05,195.77,35.3,1,-19,36.0,2.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.7408
2025-03-09 06:05:20-07:00,10.65,175.879,6.9030000000000005,10.815000000000001,26.855999999999998,363.19,11.1,72.6,1.6,3.81,4.0,0.0,0.0,1,13.98,80.55,32.87,1,-27,34.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.4192
2025-03-09 06:06:20-07:00,10.65,176.13200000000003,6.597,10.720500000000001,27.9,363.71,11.0,72.5,1.69,3.35,3.86,0.0,0.0,1,13.91,22.75,34.34,1,-26,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.26
2025-03-09 06:07:20-07:00,10.65,178.101,6.318,12.0855,25.404,363.9,11.0,72.7,1.66,3.18,3.77,0.0,0.0,1,13.84,6.43,34.34,1,-28,32.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.6248000000000005
2025-03-09 06:08:20-07:00,10.64,172.744,7.29,10.584000000000001,27.108,363.96,11.0,72.6,1.66,3.35,3.65,0.0,0.0,1,13.8,1.81,38.4,1,-26,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.101600000000001
2025-03-09 06:09:20-07:00,10.64,171.25900000000001,7.506,12.537,26.952,363.99,11.0,72.6,1.22,3.21,3.65,0.0,0.0,1,14.02,174.88,39.46,1,-27,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.958400000000001
2025-03-09 06:10:20-07:00,10.64,170.984,5.976,11.318999999999999,27.179999999999996,363.87,11.0,72.8,1.47,3.21,3.37,0.0,0.0,1,13.95,49.39,35.97,1,-29,33.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.004
2025-03-09 06:11:20-07:00,10.64,167.77200000000002,6.363,10.815000000000001,30.971999999999998,363.42,11.0,73.0,1.54,3.36,3.41,0.0,0.0,1,13.87,13.95,36.81,1,-25,34.0,1.0,-1,STAT,0,LAT,LON,W,CRC,,,,,,,8.8824
2025-03-09 06:12:21-07:00,10.64,171.193,7.092,11.067,29.555999999999997,363.15,11.0,72.9,2.12,4.0,4.02,0.0,0.0,1,13.84,3.94,33.73,1,-27,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.1112
2025-03-09 06:13:23-07:00,10.63,171.01700000000002,7.398000000000001,13.482000000000001,24.108,363.42,11.0,72.9,1.48,2.89,2.89,0.0,0.0,1,13.8,1.11,35.49,1,-29,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.1336
2025-03-09 06:14:23-07:00,10.63,166.705,6.921,13.083000000000002,24.156,363.8,11.0,73.0,1.62,2.93,3.14,0.0,0.0,1,13.98,87.82,41.2,1,-26,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.1752
2025-03-09 06:15:23-07:00,10.61,168.817,7.173,12.369,26.663999999999998,363.93,11.0,72.8,1.47,2.67,2.8,0.0,0.0,1,13.91,24.8,34.0,1,-28,31.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.4688
2025-03-09 06:16:23-07:00,10.57,170.852,6.156,13.114500000000001,25.776,363.97,11.0,72.8,1.45,2.87,2.91,0.0,0.0,1,13.87,7.0,34.13,1,-28,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.451200000000001
2025-03-09 06:17:23-07:00,10.56,167.80500000000004,7.65,14.007,24.384,364.33,11.0,73.1,1.54,3.47,3.64,0.0,0.0,1,13.84,1.98,36.15,1,-27,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.652800000000001
2025-03-09 06:18:23-07:00,10.56,169.092,5.724,13.8495,26.784,364.76,11.0,72.9,1.25,3.41,4.14,0.0,0.0,1,13.77,0.56,34.88,1,-28,33.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.0848
2025-03-09 06:19:22-07:00,10.56,168.72899999999998,7.083,13.4085,27.084,364.92,10.9,72.8,1.67,3.41,4.01,0.0,0.0,1,13.98,82.28,36.85,1,-28,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.1448
2025-03-09 06:20:23-07:00,10.55,172.31500000000003,7.083,13.0935,26.58,364.97,10.9,72.8,1.77,3.16,3.62,0.0,0.0,1,13.91,23.24,32.78,1,-28,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.844
2025-03-09 06:21:23-07:00,10.55,173.052,6.732,11.9595,27.863999999999997,364.99,10.9,73.0,1.28,2.52,2.94,0.0,0.0,1,13.87,6.56,32.84,1,-29,32.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,7.5888
2025-03-09 06:22:23-07:00,10.54,169.279,6.822,11.235,27.42,364.91,10.9,72.9,1.71,3.79,4.13,0.0,0.0,1,13.8,1.85,33.66,1,-28,31.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.516000000000002
2025-03-09 06:23:23-07:00,10.54,171.66600000000003,5.949000000000001,11.2875,25.848,364.42,10.9,73.1,1.77,3.97,4.25,0.0,0.0,1,14.02,106.33,38.17,1,-22,32.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.345600000000001
2025-03-09 06:24:24-07:00,10.54,235.14700000000002,6.8580000000000005,11.046,28.608,364.45,10.9,73.1,2.2,4.24,4.46,0.0,0.0,1,13.98,73.65,42.61,1,-28,30.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.113600000000002
2025-03-09 06:25:24-07:00,10.54,221.24300000000002,7.335000000000001,10.4055,29.747999999999998,364.54,10.9,73.0,2.06,4.07,4.27,0.0,0.0,1,13.91,20.8,34.28,1,-28,31.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.2056
2025-03-09 06:26:24-07:00,10.54,191.90600000000003,6.66,10.962,29.328,364.45,10.9,73.0,1.77,3.98,4.05,0.0,0.0,1,13.87,5.87,34.87,1,-29,32.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.049600000000002
2025-03-09 06:27:24-07:00,10.53,178.651,7.335000000000001,11.13,28.331999999999997,364.73,10.9,73.1,1.75,3.35,3.52,0.0,0.0,1,13.8,1.66,33.42,1,-30,31.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.3464
2025-03-09 06:28:24-07:00,10.53,168.57500000000002,6.219,12.873000000000001,24.348,364.36,10.9,72.9,1.65,3.79,3.98,0.0,0.0,1,14.05,158.86,38.08,1,-23,33.0,1.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,7.9016
2025-03-09 06:29:25-07:00,10.53,169.79600000000002,4.905,12.411000000000001,25.764,364.13,10.9,73.0,1.73,3.98,5.0,0.0,0.0,1,13.95,66.54,43.63,1,-31,34.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.3368
2025-03-09 06:30:25-07:00,10.53,170.852,6.543,12.327,28.932,364.04,10.9,72.9,1.48,3.83,4.36,0.0,0.0,1,13.91,18.79,37.82,1,-29,31.0,1.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,8.8504
2025-03-09 06:31:25-07:00,10.52,169.554,7.812,10.143,29.063999999999997,364.02,10.9,73.0,1.69,4.01,4.58,0.0,0.0,1,13.84,5.31,33.98,1,-28,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,9.0208
2025-03-09 06:32:25-07:00,10.5,171.25900000000001,7.38,10.9305,29.531999999999996,364.01,10.9,72.9,1.59,3.92,4.64,0.0,0.0,1,13.8,1.5,34.9,1,-30,30.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,9.0424
2025-03-09 06:33:25-07:00,10.48,167.22200000000004,9.927,10.878,31.259999999999998,364.0,10.9,72.8,1.47,4.21,5.0,0.0,0.0,1,14.05,209.76,35.52,1,-26,29.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.620000000000001
2025-03-09 06:34:24-07:00,10.47,168.53100000000003,8.307,11.235,30.947999999999997,364.0,10.8,72.9,1.61,3.81,4.36,0.0,0.0,1,13.95,59.24,40.41,1,-30,30.0,0.0,-2,STAT,0,LAT,LON,W,CRC,,,,,,,9.2376
2025-03-09 06:35:24-07:00,10.46,165.90200000000002,7.226999999999999,12.537,27.84,364.0,10.9,72.9,1.4,3.63,3.95,0.0,0.0,1,13.87,16.73,35.03,1,-28,29.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.472000000000001
2025-03-09 06:36:24-07:00,10.46,165.077,6.381,12.736500000000001,28.439999999999998,364.21,10.9,72.8,1.39,3.91,4.2,0.0,0.0,1,13.84,4.73,35.23,1,-26,32.0,0.0,-3,STAT,0,LAT,LON,W,CRC,,,,,,,8.815999999999999
